index,Tweet,HS,stopwords,hastags,numerics,word_count,char_count,punctuation
696,dosa  rumah    privasi     tuhan    mempengaruhi budaya bertentangan      bersetuju denganmu   merusakkan sistem kekeluargaan normal manusia  tolak budaya lgbt     x8f xb3 xef,0,0,0,0,43,175,0
697,cebong  badut nya cina       xaa       xaa                          dikipasi  uang recehan galaknya  main   x,1,0,0,0,54,109,0
698,berkat salat  mengaji  berkat belajar ilmu  dikembangkan  kafir  lukman,1,0,0,0,14,71,0
699,heran   budaya indonesia   orang sepe i a eria fahri fadli  jualannya   teater  menerus   narasumber berita   kamera     mencari teater sengaja  insentif  monyet,1,0,0,0,39,161,0
700,cepat    ekor changbin hyung  dibully  titit darah penghabisan,0,0,0,0,13,62,0
701,cina non muslim  dibantai  sih  cina usir,1,0,0,0,10,41,0
702,salah,0,0,0,0,1,5,0
703,fed well    memotivasi  jarang berebut bias   merch  gampang  lumayan murah     bilang lesbi  cowoknya  cantik,0,0,0,0,28,110,0
704,iya  ya pe anyaan   lantas  menyebut orang   beragama islam  sebutan    non muslim  terima aneh aneh  rezim  zaman  susilo bambang yudhoyono     kayak  tepuk jidat ya   intinya 20,0,0,0,1,47,179,0
705,orang  tau islam  belaga   bunyi pidato jokowi  sesuai ayat qur an allah   ubah nasib  kaum kecuali  mengubahnya   ganti presiden rakyat    mengganti  tuhan mengganti kehendak rakyat,1,0,0,0,40,182,0
706,perasaan kemarin kemarin pakai axis aman aman  deh  rumah  2 minggu  kacrut kali sih jaringannya,1,0,0,1,19,96,0
707,enak bego dituduh tuduh       gue lakukan,0,0,0,0,12,41,0
708,otak taruh dimana  taruh  congor,1,0,0,0,7,32,0
709,sih terdakwa penista agama alias sih ahok babi jamban   morfin uang rakyat jaka a,1,0,0,0,16,81,0
710,bom      gue nih takut,0,0,0,0,9,22,0
711,yakinlah gabungan  disokong  berkesan   tolonglah   menolong   ranah  nikmat usaha            bangsa agama  negara sokonglah pakatan harapan,0,0,0,0,36,140,0
712,alquran  kitab sampah berbahaya kekacauan,1,0,0,0,6,41,0
713,gila   jual pc jucan 100  gue memikir wkwk edan,0,0,0,1,12,47,0
714,sadar   lepas sepatu   kaos kaki  bau banget woiii ya ampun kayak ambu silit,0,0,0,0,18,76,0
715,najis sok banget jutek iyuuuh gue  yanyk,1,0,0,0,8,40,0
716,kali   masuk surga kecuali orang orang yahudi  nasrani    angan angan kosong belaka qs 2 111,0,0,0,2,21,92,0
717,mata  sipit ya    bilang sipit  semacamnya but i just love my eyes sok much,0,0,0,0,19,75,0
718,bubarkan   dewan perwakilan rakyat  komisi pemberantasan korupsi   bodoh nya,1,0,0,0,14,76,0
719,berondong  kontol cakap  crot  ,0,0,0,0,8,31,0
720,ramai   bisu   buang malu takut kepala tembus peluru,0,0,0,0,12,52,0
721,taeyong  nct cina  hehe  hujat  please   pendapat  fanbase terima kasih  cina  gede dibandingkan member     terima kasih istirahat    lihat terima kasih  xe3 x85 xa0 xe3 x85 xa0 xe3 x85 xa0 xe3 x85 xa0,0,0,0,0,49,201,0
722,peraturan presiden jokowi    peraturan presiden susilo bambang yudhoyono buka matamu lihat   bacot bodoh bodohi pengikut,1,0,0,0,20,120,0
723,islam melarang kaum lelaki  menyerupai kaum wanita   pakaian perhiasan perilaku,0,0,0,0,13,79,0
724,kuala lumpur ayat al alquran  dijadikan hujah  ulama  mengharamkan pemilihan  muslim  wakil rakyat  diteliti  merujuk  orang kafir  memusuhi islam  penganutnya,0,0,0,0,30,159,0
725,tolak peraturan presiden tenaga kerja asing tolak peraturan presiden tenaga kerja asing 2019 ganti presiden 2019 presiden  hai mahasiswa indonesia nih  hadiah lipstik  kolor     kakek tukang becak,1,0,0,2,34,196,0
726,kelakar  haha  klaka pon  cerita cinta monyet  sekolah menengah       xa3,0,0,0,0,20,73,0
727,xc2 xab diam  buaya,0,0,0,0,5,19,0
728,pendukung rejim 2 periode   viralkan ceramah  wawancaranya tuan guru bajang,0,0,0,1,13,75,0
729,anak pmr calon dokter  cupu,0,0,0,0,6,27,0
730,anggota dewan perwakilan rakyat  pamer dungu biadab islam alquran merintahkan penggal kafir  laksanakan   bilang ham,1,0,0,0,19,116,0
731,penghina keluarga jokowi langsung diciduk giliran penghina prabowo susilo bambang yudhoyono dibiarkan,1,0,0,0,12,101,0
732,bani kocak  nih   dukung siwanbango bego,1,0,0,0,9,40,0
733,perbincangan terakhirnya  presiden,0,0,0,0,4,34,0
734,haha silvy oh silvy cacingan   ah wkwk debat final pemilihan kepala daerah jakarta,1,0,0,0,15,82,0
735,ayo kawan  berangkat  delman  onta,0,0,0,0,8,34,0
736,gubernur  patuh lapor laporan harta kekayaan penyelenggara negara ganjar yasin 1  ganjar yasin,0,0,0,1,15,94,0
737,bukti  radikal an hati  front pembela islam   bukti   orasi orasinya hati  front pembela islam  memfitnah  caci maki  pemerintah kepolisian republik indonesia  ulama kiai kiai dasar otak bebek pura pura buta  tuli  isi otak junj,1,0,0,0,47,228,0
738,maksud  jor joran pinjaman ajaib   n1 merebut simpati rakyat   bombardir media 51 freepo  milik indonesia n2 isu got sulit digoreng   be ransformasi  rezim mainlah teknologi got tin,0,0,0,1,36,181,0
739,6 jam perjalanan bang    adem       x8c  wkwk  onta       xa3,0,0,0,1,26,61,0
740,bahas islam merusak nilai penguatan karakter  revitalisasi pendidikan nilai,1,0,0,0,10,75,0
741,bagus  dipakai  petisi lengserkan jokowi ya kembalikan ahok  cipinang,1,0,0,0,12,69,0
742,semoga    etnis cina  indonesia   menduduki pemerintahan   kayak singapura,1,0,0,0,16,74,0
743,monyet benaran mati    ,0,0,0,0,7,23,0
744,sepandai pandainya  menyembunyikan bangkai   tercium  baunya haha     x99 x8a,0,0,0,0,17,77,0
745,islam   kitab suci  logika  jatuh  palung jawa  modelnya tau a i  fiksi  kamus  bahasa indonesia,0,0,0,0,24,96,0
746,raja salman  pencitraan,1,0,0,0,4,23,0
747,mengedukasi manusia manusia udik sepe i,1,0,0,0,6,39,0
748,muslim katolik buddha hindu kristen jawa sumatra papua   konsekuensinya   muslim jawa      kebinekaan     negara kesatuan republik indonesia pancasila konsekuensinya    orang indonesia,0,0,0,0,36,184,0
749,tolol  hubungannya  rumah tangga urus  kerjaanmu    cakap   menteri  pecat  gubernur   jaka a   karuan sebentar   hancur  jaka a,1,0,0,0,34,128,0
750,bi dorong pembiayaan syariat  pembangunan,0,0,0,0,6,41,0
751,moga moga berkah    mohon perhatian  sektor sektor    dunia usaha   dipersulit  menakuti mohon  presiden blusuk   lembaga kebijakan pengadaan barang jasa pemerintah  dirasa  menghambat  departemen kesehatan polisi   suka mengganggu,0,0,0,0,45,231,0
752,nih ya gue   cowok burungnya    cewek ceweknya bernada nada    transgender  indonesia  nyanyi  ,1,0,0,0,24,95,0
753,indonesia   jajah cina,1,0,0,0,5,22,0
754,bubarkan dewan perwakilan rakyat  butuh,1,0,0,0,6,39,0
755,tertawa    gue tai  digampar,1,0,0,0,8,28,0
756,fadli timbang kadar iman  pakai  timbangan sayur   kadar iman  tuan guru bajang    fadli  dokter gigi bawa bunga  makam pendiri sosialis komunis,0,0,0,0,31,144,0
757,cocot cocot cocot 2019 bubarkan gerindra,1,0,0,1,6,40,0
758,ayo ngewe,0,0,0,0,2,9,0
759,januari 1998  bilang anti suha o gerakan komunis ya,0,0,0,1,10,51,0
760,sok bijak  mata  lihat  kebobrokan hukum   rakyat   menilai   bego  lihat  2019 ganti presiden,0,0,0,1,24,94,0
761,burma  buddha  teroris,1,0,0,0,5,22,0
762,hooo    bego  haha,0,0,0,0,7,18,0
763,wkwk  trigger  bani onta,1,0,0,0,6,24,0
764,berengsek  ya mantan gue one thing bout her  gue suka mulutnya    difilter sok gue    jujur,1,0,0,0,23,91,0
765,ustaz  penggemar amp penggerak olah raga bersepeda  bekasi mantap 20  pks asyik,0,0,0,1,15,79,0
766,hehe  kampang fandom,0,0,0,0,4,20,0
767,onta   nya       xa5,0,0,0,0,11,20,0
768,orang orang  bawa bom mengakui  mengetes  pol   kali ya  hehe  kabar  ronald,0,0,0,0,20,76,0
769,akhlak mulia presiden  be emu kiai  pinisepuh     menggulung lengan kemejanya      dihormati tabik,0,0,0,0,23,98,0
770,ios anjing,0,0,0,0,2,10,0
771,ya  gue  demo   jokowi menendang palkjihun  dunia,1,0,0,0,12,49,0
772,jelek  udik,1,0,0,0,3,11,0
773,muak    fitnah prabowo,1,0,0,0,6,22,0
774,kota salatiga jawa   kristen 1 salatiga,0,0,0,1,8,39,0
775,iklan ahok jahat    rezim jokowi kampret setan iblis dajjal dibangkitkan  kuburnya  gembira berpesta pora   dibelenggu,1,0,0,0,22,118,0
776,maraknya orang xc2 xb2 sipit masuk  indonesia  pengalihan hati xc2 xb2lah   syiah ah rafidhah biang keroknya  pemberontakan kudeta negara xc2 xb2 muslim ahlusunah  dunia,1,0,0,0,30,169,0
777,ketua dewan perwakilan rakyat dorong inspirasi kreatif pemerintah sesuai budaya pancasila,0,0,0,0,11,89,0
778,gubernur ahmad heryawan mengukir sejarah bandara super megah  ajati dibangun  biaya mandiri   anggaran pendapatan  belanja negara murni dikelola  pemerintah provinsi jawa barat  sejarah  infrastruktur  indonesia,0,0,0,0,34,211,0
779,kristen nusantara   aliran   kekristenan   gerakan  mencegah paham radikalisme  bumi nusantara spe i halnya nu  biarkan  nu pemain tunggal mencegah paham radikalisme  negara kesatuan republik indonesia tercinta    mari ter,0,0,0,0,42,222,0
780,kayak tai,1,0,0,0,2,9,0
781,lt be anya     lakukan  kehidupan     be emu  pria asing  menyebalkan   dimana samping nada bicara sang teruna angie   senang   pria  memanggilnya non  menge i,0,0,0,0,42,159,0
782,jago bakar isu partai komunis indonesia komunis,1,0,0,0,7,47,0
783,waspada jawa  indikasi   mobilisasi massa   jawa   tamasya pilihan kepala daerah temuan panitia pengawas brebes  1 nkk  946 anggota keluarga,0,0,0,2,28,140,0
784,sih joko   populer  pro nas  jakarta sih ahok   mw kalah   proyek proyek   jakarta  1 pembangunan  selesai   bangun     ruas ruas utama   berdekatan  cebong goblok  menyalahkan ani,1,0,0,1,47,180,0
785,bilang  suami   cengeng suka blok orang oke  politisi top mantan tim sukses kafir penista agama   kelakuan takut  liberal    isan ngehek,0,0,0,0,30,136,0
786,anak anjing kampang,1,0,0,0,3,19,0
787,bani kampret bani kecebong pilih bani adam   manusia,1,0,0,0,10,52,0
788,gue   kampret    bro siang   sih lollll,0,0,0,0,13,39,0
789,hai kunyuk   paham ya prabowo subianto  calon presiden   salah   presiden play station mem,1,0,0,0,20,90,0
790,presiden joko widodo memutuskan   realisitis  mengejar pembangunan proyek strategis nasional play station network,0,0,0,0,16,113,0
791,rezim sales rezim penipu pencitraan  palsu,1,0,0,0,7,42,0
792,jijik gue cowok cowok pakai baju merah muda   gue menonton video bokep  ya gue  cewek kakinya mungil pakai kaos kaki  sepaha  warna merah muda pakai baju merah muda    sepaha  pas dibuka isinya titit asuuuuu,0,0,0,0,44,207,0
793,sungguh rezim kocak indonesia  sekarat umat muslim   pilah  allah subhanahu wa taala  golongan muslimin  munafik,1,0,0,0,21,112,0
794,jancuk,0,0,0,0,1,6,0
795,nih  sih nyinyir  hijrah      menutupi koreng,1,0,0,0,13,45,0
796,pakai paksa paksa jokowi kembalikan  penduduk rakhine  prabowo pengangguran  politikus menganggur  omongnya ngawur,1,0,0,0,17,114,0
797,jatuhnya musyrik tar  masuk neraka,0,0,0,0,6,34,0
798,mendampingi jokowi  harlah pergerakan mahasiswa islam indonesia  bandung cak imin  jaka a  pesawat kepresidenan  presiden join 2019 cak imin the next wakil presiden join 2019,0,0,0,2,30,174,0
799,teknis    kembalikan  straight        etis gue bilang    sakitnya mantan  putus      jalur  salah he bro gue mengalami   gue  mantan gue putus mantan gu,0,0,0,0,45,152,0
800,jualan kaos  laku   isu partai komunis indonesia duh   maju,0,0,0,0,14,59,0
801,jokowi  ahok  te unda    penjara  ya   ,1,0,0,0,15,39,0
802,rela antre ribuan pelamar berburu lowongan kerja  gedung small and medium enterprises and cooperatives,0,0,0,0,15,102,0
803,bahasa arab  tuhan  maha esa  pancasila berbahasa indonesia,1,0,0,0,11,59,0
804,perdebatan surat pemberitahuan tahunan     dihindari sejarah gereja  mencatat perpecahan pe   gereja   konsili yerusalem     tradisi yahudi    ajaran kristiani,0,0,0,0,33,159,0
805,tim sukses anies sandi   mentwit kacau sok jagoan,1,0,0,0,10,49,0
806,kabar bos bos  ai   dukung ya menteri       perempuan komunis       xa3       xa3     makan,0,0,0,0,37,91,0
807,cari yeoja  chara seksi lonte suka spam pic    ngentot rep like ya draxe,0,0,0,0,17,72,0
808,berkicau   tolol  gobloknya  tolol   memilih,1,0,0,0,11,44,0
809,oi turonggo bom kajakkk,0,0,0,0,4,23,0
810,inggris widjanarko mengabdikan hidup  seni budaya  sosial,0,0,0,0,9,57,0
811,setahu  prambanan  candi hindu kelompok candi dieng candi ungaran gedong sanga    borobudur  candi buddha kelompok sewu kalasan mendut,0,0,0,0,24,134,0
812,wanginya kayak mbak kunti,0,0,0,0,4,25,0
813,bong dungu  video 31 detik langsung ambil kesimpulan  heran      dungu sekolam,1,0,0,1,18,78,0
814,tau budaya badui gue rencana sabtu minggu 14 15 april 2018   palingan habis rp300 000 an    kontak gue   jalan bareng   male trip ya,0,0,0,4,32,132,0
815,haha   orderan demo   nasi bungkus   perbaikan gizi  idiot,0,0,0,0,15,58,0
816,generasi tinja  bahagia pemimpin nya  berkoar koar anti asing  jaman pilihan kepala daerah   selesai pilihan kepala daerah pengikutnya membela  tinja nya asing enak,1,0,0,0,29,164,0
817,anak anak partai komunis indonesia  muncul mengikuti jejak bapaknya,1,0,0,0,10,67,0
818,sang maestro  sang calon presiden calon wakil presiden ri 1 nih  pintar  pro orang    otoriter,0,0,0,1,21,94,0
819,dihadapi  karno  beliau jatuh  jabatannya  kedaulatan indonesia     keras menolak modal asing freepo 51,0,0,0,1,21,103,0
820,ava  jelek      mentwit sa  ramai ya set   kontol   kepala    mata,0,0,0,0,24,66,0
821,haha babi migrain  plak twit caring   babi iya  hg reply twit  lepas keluarkan brim  nih good timing,1,0,0,0,23,100,0
822,untung untungan     mengakui komunis mengakui ateis,0,0,0,0,10,51,0
823,bule  rezim jokowi     pilihan  saham 51 38  2021 angkat kaki  bumi negara kesatuan republik indonesia,0,0,0,3,23,102,0
824,palestina   fakta 29 november 1947 pbb menyetujui  mandat britania raya  palestina  resolusi pbb 181  didukung 33 negara 13 negara menolak  10  netral wilayah tanah palestina,0,0,0,6,33,174,0
825,inherit agama bro nasib terberanak  islam    haha,0,0,0,0,11,49,0
826,bikin puyeng kepala   prabowo  amin rais  om nada nada bicaranya  bermutu,1,0,0,0,16,73,0
827,ganyang partai komunis indonesia mari  dukung prabowo  2019,1,0,0,1,10,59,0
828,sehati cacat,0,0,0,0,2,12,0
829,ku khawatirkan    tenaga kerja asing  angkat senjata  menguasai desa   persinggahan markas   wilayah indonesia timur langsung,0,0,0,0,24,125,0
830,menakutinya  tim komunis   komisi pemberantasan korupsi   tuan guru bajang menyerah k pengakuan zionis pkip,0,0,0,0,19,107,0
831,beli senang  saudara beli   senang mempelajari hindu bali  menambah wawasan  karya karya gede prama  menarik  dibaca perluasan wawasan,0,0,0,0,25,134,0
832,lo orang  suka nyinyir pecun  lini   menyukai postingan akun open bo     xba,0,0,0,0,20,76,0
833,membuang islam   menyakitkan     kebaikan  manusia,1,0,0,0,12,50,0
834,etnis cina     berjuang       pengkhianat  antek belanda,1,0,0,0,17,56,0
835,lele jamban  kuning kuning,0,0,0,0,5,26,0
836,malam  kepala badan pembinaan ideologi pancasila  pembicara  menteri agama rektor universitas islam negeri sumatra utara  habib jindan bin novel  mengaji indonesia  indonesia  berbudaya universitas islam negeri sumatra utara medan 11 4 18,0,0,0,3,39,238,0
837,bupati jember harapkan jfc 2018  semangat geliat ekonomi kerakyatan baca selengkapnya,0,0,0,1,12,85,0
838,membunuh musuh  membunuh minion  membunuh  le  membunuh monster hutan  assist  menghancurkan turet     ambil   ml atm wkwk kampret xd,0,0,0,0,30,133,0
839,ahok si mulut jamban tokoh   nilai bahasa indonesia  norma etika 0 tai kucing,1,0,0,1,16,77,0
840,mowaa    warga nias  memenangkan djarot syiar  pilihan kepala daerah sumatra utara 27 juni  nias pilih djarot sihar,0,0,0,1,23,115,0
841,jir dahak wkwk tolol,1,0,0,0,4,20,0
842,terima kasih jokowi semoga   presiden     kebijakan    amin,0,0,0,0,16,59,0
843,ya jawabannya goblok mas  jaka sembung  bawa sepeda  sekolah  bawa golok gila nih orang tua nya,1,0,0,0,20,95,0
844,hebat        maksud  tujuan  sensitif  basa basi urung  sepatah  silaturahmi  klarifikasi perorangan berjemaah   viral    budaya toleransi ketimuran eksistensi,0,0,0,0,35,159,0
845,soeha o  komunis  menguasai negeri  agama  sepe i,0,0,0,0,12,49,0
846,undang undang anti terorisme  disahkan dewan perwakilan rakyat  aparat keamanan  memiliki payung hukum  be indak   memerangi teroris,0,0,0,0,23,132,0
847,ahok tai memfitnah   tukang caci maki perempuannn anjing ahok  tumbang debat final pemilihan kepala daerah jakarta,1,0,0,0,19,114,0
848,fungsi goods and services tax  mengurangkan beban kebergantungan  hasil petroleum negara lagipun ide pelaksanaan goods and services tax datangnya  bank negara   i bn  gelombang biru,0,0,0,0,31,181,0
849,sikap ketakutan rezim  tunjukkan  presidential threshold  njumatberkah,0,0,0,0,10,70,0
850,ridwan kamil  hebat  top  kayak ahok tukang penista agama  koruptor,1,0,0,0,14,67,0
851,dititah ku sih gunawan  asri mengakui kunyuk   nu kena kehed,0,0,0,0,13,60,0
852,muslim   kebenaran   allah subhanahu wa taala   muhammad bejat nabi,1,0,0,0,15,67,0
853,main  lengserkan jokowi  berhasil     gantikan  presiden sepe i   o diganti habibie,1,0,0,0,20,83,0
854,media sosial  presiden soeha o   lengserkan   jokowi,1,0,0,0,12,52,0
855,cermati deh  pedean mules  toilet  toilet    tai tai,0,0,0,0,14,52,0
856,sih anjing  lebay geblek,1,0,0,0,5,24,0
857,ambisi kekuasaan   sah sah    dibilang otoriter sih  ,1,0,0,0,14,53,0
858,hem kayaknya    turunkan pakde nih akal sehatnya  jalan,1,0,0,0,12,55,0
859,heran   setan iblis  kabur  takut  mendengar azan   makhluk allah    anteng  dengar azan  pura pura budek kupingnya kalah  setan iblis,1,0,0,0,32,134,0
860,ayu mubah sedekah bumi lempar lemang info budaya warga desa  ayu menggelar tradisi sedekah bumi  pembuatan  pembakaran lemang tradisi budaya  rutin dilaksanakan,0,0,0,0,26,160,0
861,aset negara dijual  ya  ruhut hebat    impor pangan merajalela bahan bakar minyak  membabi buta sepuluh juta lowongan kerja  asing  hebatnya  joko widodo bikin rakyat  negara  sengsara hancur,1,0,0,0,38,191,0
862,presiden keluhan bupati  masyarakat pulau samosir  kekurangan kapal peri  pelabuhan langsung     menyanggupi presiden memerintahkan menteri perhubungan  menyediakan kapal peri  bagus    pembangunan pelabuhan nya,0,0,0,0,35,211,0
863,ekonomi dipegang gerindra  hancur negara  masak menyarankan cetak uang    bayar hutang    hutang    mengutangi negara   bisanya bilang biaya produksi cetak uang murah ekonomi comberan  kecoa,1,0,0,0,38,190,0
864,98 dolar 12 000 koar koar  rezim lengser    tembus 15 000    penjilat penguasa kasihan rakyat   korban propaganda politikus busuk,1,0,0,5,28,129,0
865,pagu mengajak gelut onta,1,0,0,0,4,24,0
866,ngewe,0,0,0,0,1,5,0
867,prof jeffrey musim dingin jokowi presiden terlemah  sejarah indonesia anisa  pembahasan prof jeffrey musim dingin  bagus   analisis 2015     pembahasannya     2019 ganti presiden,1,0,0,2,35,178,0
868,digendong    sombong dipanggul     unggul  dihormati   rendah hati       memanggul presiden    pasukan elite tentara nasional indonesia penjaga kedaulatan negara kesatuan republik indonesia  juru,0,0,0,0,41,195,0
869,ooo partai keadilan sejahtera  front pembela islam isl,0,0,0,0,9,54,0
870,2019  pemilihan presiden    prestasinya  pengalamannya  hasil kerjanya terbukti     presiden,0,0,0,1,19,92,0
871,ya allah  berlindung  mua  godaan setan  terkutuk,0,0,0,0,11,49,0
872,pecun kelas teri nih          ,1,0,0,0,14,30,0
873,survei lembaga kajian pemilu indonesia pilihan kepala daerah tapanuli utara pertahanan sulit dikalahkan wa a ekonomi,0,0,0,0,16,116,0
874,ahok targetkan audit kisruh bantar gebang selesai   ahok  audit,0,0,0,0,12,63,0
875,dina islam mah nikah teh tau ribet gan dipersulit ku orangnya tong gengsi tong sayang kapuji orang lamun sederhana lewih loba berkahnya,0,0,0,0,22,135,0
876,jongos cina  kemerdekaan indonesia cina  kasih,1,0,0,0,8,46,0
877,pendapat profesor pemenang debat pilihan kepala daerah jawa timur,0,0,0,0,9,65,0
878,gerakan 2019 ganti presiden mendunia spanduk beredar  turki jepang jerman inggris,0,0,0,1,12,81,0
879,oh  diriku berengsek,0,0,0,0,4,20,0
880,menghapus teroris islam  efektif   alquran  kitab teroris,1,0,0,0,11,57,0
881,main framing urusan data ekonomi  paham owa,0,0,0,0,8,43,0
882,ya allah   daniel  dibelikan micin  bego sekelurahan,1,0,0,0,11,52,0
883,namanya sesuai orang yahudi  aron arab  harun yahudi  yochanan arab  yahya,0,0,0,0,15,74,0
884,mari ingatkan  dukung pemerintah   kelola ekonomi amp kesejahteraan rakyat      politik susilo bambang yudhoyono,0,0,0,0,21,112,0
885,prabowo  layak  calon presiden    layak  presiden,1,0,0,0,12,49,0
886,ya anjir   songgoriti  motor berdua cewek cowok langsung ditawari vila,0,0,0,0,13,70,0
887,jokowi era  pembangunan duit utang,1,0,0,0,6,34,0
888,beriman  allah subhanahu wa taala  dungu biadab  mendungukan membiadabkan bangsa,1,0,0,0,13,80,0
889,klop prabowo pemberontak  koruptor,1,0,0,0,5,34,0
890,iya  habisnya   aktif  lihat lini  asing suasana hatinya   hilang,0,0,0,0,16,65,0
891,udik  mendarah daging,1,0,0,0,4,21,0
892,baju muslim be uliskan 2019 ganti presiden 2019 prabowo presiden,1,0,0,2,10,64,0
893,kunjungan presiden joko widodo   karya tunai  pelabuhan ratu sukabumi desa citarik  berhasil mengubah desanya   pembuangan sampah  bau  kumuh   wisata resapan air  menjadikan sampah  produk  mem,0,0,0,0,38,194,0
894,islam  ya islam    islam  ditambah embel embel islam nusantara   teman   pakai embel embel katolik nusantara protestan nusantara hindu nusantara buddha nusantara      pakai embel embelnya ya silakan  sa,0,0,0,0,42,202,0
895,pemerintah kota cirebon optimis  merekam 19 000 calon pemilih pemula   berstatus pelajar,0,0,0,2,15,88,0
896,nun  bom,0,0,0,0,3,8,0
897,hhhhmmm  akibatnya   korban gizi buruk  salah  pemahamannya,0,0,0,0,12,59,0
898,gue   malas    aduh   iya   admin bangsat gue  kenal jirapuncel  xogentot  orangnya humoris goblok otaknya  aduh homoan nih orang,0,0,0,0,31,129,0
899,jilat vagina sih cewek jilatlah   vagina  gigitlah kelentit nya jilatlah vagina    nih,0,0,0,0,18,86,0
900,sinden banci kocak princess aprilia amp admin onggo inggi  ,0,0,0,0,11,59,0
901,kitab suciku  diturunkan  allah dianggap fiksi pakai belagu    segi filsafat eh    alquranku fiksi     alquran  dasar hukum   hukum islam,0,0,0,0,33,137,0
902,mobile legend  babi anjing xnk kasih  rank kimakkk tim noob babi bocah setan,1,0,0,0,15,76,0
903,haha cebong kafir alay goblok munafik jijik banget  ih,1,0,0,0,10,54,0
904,o wh bokong supirnya  ya rekan   duduk  besi  tau  haha,0,0,0,0,16,55,0
905,iya jual sih koh matamu ih picek ta   liak tas jlentrek sak tai dayak dik tokoku tas kulit lumpia sek kosong   tas kulit kadal koh cocok  lidahmu,1,0,0,0,32,145,0
906,mengenal pengawal pribadi perempuan  pilihan kepala daerah bondowoso,0,0,0,0,9,68,0
907,destinasi piknik gue kejauhan gereja katolik    gue bacot gue suka kekhidmatan  keteraturan sah  gue  sekolah  sekolah dasar katolik    bina iman  gue paham ibadahnya     cocok,0,0,0,0,39,176,0
908,the lie tju  lie tju seroja  the lie tju seroja siswi sekolah dasar katolik karya yosef 1978 1983 istrinya ronaldo pardede the lie tju syiah oi deh gizi oi deh rode ronaldo pardede gizi,0,0,0,2,36,185,0
909,the lie tju siswi sekolah dasar katolik karya yosef kelas 6b 1983 istrinya ronaldo pardede  sah,0,0,0,1,17,95,0
910,bandel   kakek       xa3  nbokep bokep indo ngentot bokep asia crot bokep hot horny sange kontol boobs blowjob milf blonde cum film malam menonton bokep bokep online n ,0,0,0,0,37,168,0
911,dukung koruptor bubarkan komisi pemberantasan korupsi    situlah isu isu partai komunis indonesia  dasar koruptor,1,0,0,0,18,113,0
912,aneh  om buang sampah  tempatnya tenggelamkan   tempatnya  aneh  ditenggelamkan  darat,0,0,0,0,17,86,0
913,tenaga kerja asing cina  dimanja,1,0,0,0,6,32,0
914,memasukkan  google web blogger forum situs dewasa  kasih bonus  njablay abg lonte bispak bugil naked toge puting jilboobs binal bisyar ayam kampus tante girang ngewe ngentot porno naked banget pascol mania cocktribute c,0,0,0,0,36,219,0
915,nasionalis agamis soedurisme insinyur soekarno   nasionalis  menyatukan rakyat gus dur  sosok  agamis  menyatukan umat   agama   cak sosok    melanjutkan perjuangan indonesia,0,0,0,0,33,174,0
916,otaknya  silit,0,0,0,0,3,14,0
917,orang bodoh  beropini  partai komunis indonesia  bangkit presiden  pintar akting pencitraan intelijen tentara nasional indonesia  bicara  partai komunis indonesia bangkit,1,0,0,0,26,170,0
918,indonesia diambil alih  cina     boikot produk cina,1,0,0,0,12,51,0
919,ngapain  komen  tolol,1,0,0,0,5,21,0
920,sarap    peduli   bgstttttttt,1,0,0,0,8,29,0
921,mental    mobil kendaraan taktis  dikawal polisi  sayang banget  bis  dilempar molotov iya kayak  jalan gatot subroto  mental  bikin nazar nikah  monyet   mental  merusak stadion gelora  karno aset negara      proyekan  kementerian wkwk,0,0,0,0,52,236,0
922,goblok  nonton  acara nya semalam   beliau  islam fiksi   bukti video nya  islam  kafir  islam kebangetan  fitnah  muslim  kafir gue  heran,1,0,0,0,34,139,0
923,agamanya sempurna umatnya   pintar    goblok   berani bicara aduh,0,0,0,0,15,65,0
924,3 klaim rezim jokowi  membanggakan keberhasilan mendistribusikan 262 321 bidang seluas 199 726  aset bekas hak  usaha  ikelir  tanah terlantar  dasarnya     ifikasi tanah keadilan tanah,0,0,0,5,35,185,0
925,,0,0,0,0,1,0,0
926,fix  sinting,1,0,0,0,3,12,0
927,bahaya   perkataan adek armando mempengaruhi muslim   awam  tercuci otaknya  ustaz     namanya jil perang pemikiran  berbahaya dibandingkan  perang fisik  kalah perang fisik   syahid  kalah p,0,0,0,0,40,191,0
928,mamat  masuk  van celah  kereta lai rusak  setan dasarrrr,1,0,0,0,13,57,0
929,lebaran   ya kang,0,0,0,0,5,17,0
930,dagangan islam nusantara    ramai   kemana  and semoga   kristen nusantara     berbau nusantara,0,0,0,0,23,95,0
931,cek kesiapan pengaman pilihan kepala daerah  polisi resor samarinda  miliki  mobil patroli samapta bhayangkara,0,0,0,0,17,110,0
932,1 bangsat n2 cebong n3 kecoak n4 bajingan n5 tai ayam n6 anjing n7 monyet n8 cecurut n9 boraks n10 kucirap,0,0,0,1,21,106,0
933,manis    butut goblok soler out herjos out,1,0,0,0,10,42,0
934,ngentot,0,0,0,0,1,7,0
935,menghina   malu  fasilitas  pemerintah bikin bani daster  tau malu   harga  makan gaji  negara   hina haram,1,0,0,0,26,107,0
936,menteri perhubungan presiden jokowi   ide  arahan   proses pembangunan bandara  ajati,0,0,0,0,16,85,0
937,bercerita  sang kakak  kekuatan darinya     bisu  suara,0,0,0,0,14,55,0
938,kabar   barel oi  bom ya allah kasihan banget ya  indekos  situ,0,0,0,0,16,63,0
